order_id,order_date,region,sales_channel,category,product,quantity,unit_price,discount_pct,gross_sales,net_revenue,cost,profit,month,quarter
108051,2025-11-14,East,Online,Home Appliances,LED Lamp,1,31.74,15.0,31.74,26.98,18.41,8.57,2025-11,2025Q4
103604,2025-05-23,South,Partner Reseller,Electronics,Webcam HD,3,77.76,0.0,233.28,233.28,139.97,93.31,2025-05,2025Q2
106522,2025-09-13,North,Online,Home Appliances,LED Lamp,1,97.02,0.0,97.02,97.02,56.27,40.75,2025-09,2025Q3
101395,2025-02-25,North,Retail Store,Office Supplies,Desk Organizer,3,7.63,0.0,22.89,22.89,10.3,12.59,2025-02,2025Q1
103743,2025-05-29,South,Retail Store,Office Supplies,Whiteboard Marker Set,1,15.94,0.0,15.94,15.94,7.17,8.77,2025-05,2025Q2
106088,2025-08-26,North,Online,Office Supplies,Desk Organizer,2,11.68,0.0,23.36,23.36,10.51,12.85,2025-08,2025Q3
105398,2025-07-31,West,Online,Home Appliances,LED Lamp,2,28.83,0.0,57.66,57.66,33.44,24.22,2025-07,2025Q3
108773,2025-12-12,North,Online,Electronics,Webcam HD,1,54.95,0.0,54.95,54.95,32.97,21.98,2025-12,2025Q4
100158,2025-01-07,North,Online,Office Supplies,Whiteboard Marker Set,1,10.12,0.0,10.12,10.12,4.55,5.57,2025-01,2025Q1
103930,2025-06-05,West,Online,Office Supplies,Whiteboard Marker Set,1,16.57,0.0,16.57,16.57,7.46,9.11,2025-06,2025Q2
108078,2025-11-16,South,Online,Electronics,Bluetooth Speaker,1,36.16,10.0,36.16,32.54,21.7,10.84,2025-11,2025Q4
104755,2025-07-07,West,Online,Electronics,Webcam HD,1,71.44,0.0,71.44,71.44,42.86,28.58,2025-07,2025Q3
105443,2025-08-02,West,Online,Furniture,Office Chair,1,138.2,0.0,138.2,138.2,76.01,62.19,2025-08,2025Q3
106104,2025-08-27,West,Online,Office Supplies,Notebook Pack,1,18.02,10.0,18.02,16.22,8.11,8.11,2025-08,2025Q3
104962,2025-07-14,West,Online,Electronics,USB-C Hub,2,54.16,0.0,108.32,108.32,64.99,43.33,2025-07,2025Q3
106080,2025-08-26,West,Retail Store,Furniture,Office Chair,2,270.69,0.0,541.38,541.38,297.76,243.62,2025-08,2025Q3
101390,2025-02-25,West,Online,Electronics,Webcam HD,1,32.33,10.0,32.33,29.1,19.4,9.7,2025-02,2025Q1
102107,2025-03-26,North,Online,Home Appliances,Desk Fan,1,77.13,0.0,77.13,77.13,44.74,32.39,2025-03,2025Q1
107686,2025-10-31,North,Retail Store,Office Supplies,Desk Organizer,2,22.24,0.0,44.48,44.48,20.02,24.46,2025-10,2025Q4
108842,2025-12-15,North,Online,Home Appliances,Electric Kettle,1,96.1,0.0,96.1,96.1,55.74,40.36,2025-12,2025Q4
103071,2025-05-03,South,Online,Electronics,Webcam HD,4,48.88,0.0,195.52,195.52,117.31,78.21,2025-05,2025Q2
102279,2025-04-02,South,Online,Electronics,Webcam HD,1,29.28,0.0,29.28,29.28,17.57,11.71,2025-04,2025Q2
107088,2025-10-08,West,Online,Electronics,Webcam HD,1,85.23,0.0,85.23,85.23,51.14,34.09,2025-10,2025Q4
100251,2025-01-10,East,Retail Store,Electronics,Bluetooth Speaker,2,71.72,0.0,143.44,143.44,86.06,57.38,2025-01,2025Q1
105009,2025-07-16,North,Online,Furniture,Filing Cabinet,1,71.7,15.0,71.7,60.94,39.44,21.5,2025-07,2025Q3
106440,2025-09-10,South,Online,Office Supplies,Notebook Pack,1,15.03,0.0,15.03,15.03,6.76,8.27,2025-09,2025Q3
104003,2025-06-09,North,Retail Store,Electronics,Bluetooth Speaker,2,86.21,0.0,172.42,172.42,103.45,68.97,2025-06,2025Q2
108040,2025-11-14,West,Online,Home Appliances,Desk Fan,6,72.59,10.0,435.54,391.99,252.61,139.38,2025-11,2025Q4
105866,2025-08-18,North,Online,Electronics,Webcam HD,4,43.78,10.0,175.12,157.61,105.07,52.54,2025-08,2025Q3
103907,2025-06-04,East,Online,Furniture,Bookshelf,1,252.88,0.0,252.88,252.88,139.08,113.8,2025-06,2025Q2
101344,2025-02-24,West,Retail Store,Home Appliances,Electric Kettle,1,82.25,0.0,82.25,82.25,47.7,34.55,2025-02,2025Q1
101779,2025-03-13,West,Retail Store,Electronics,Bluetooth Speaker,1,67.59,0.0,67.59,67.59,40.55,27.04,2025-03,2025Q1
104389,2025-06-23,South,Online,Electronics,Wireless Mouse,1,18.2,15.0,18.2,15.47,10.92,4.55,2025-06,2025Q2
104750,2025-07-06,West,Online,Home Appliances,Electric Kettle,1,27.33,0.0,27.33,27.33,15.85,11.48,2025-07,2025Q3
107529,2025-10-25,North,Online,Home Appliances,LED Lamp,2,22.71,0.0,45.42,45.42,26.34,19.08,2025-10,2025Q4
104019,2025-06-09,East,Online,Office Supplies,Whiteboard Marker Set,4,17.94,0.0,71.76,71.76,32.29,39.47,2025-06,2025Q2
105896,2025-08-19,West,Online,Office Supplies,Notebook Pack,2,19.03,0.0,38.06,38.06,17.13,20.93,2025-08,2025Q3
109202,2025-12-30,West,Partner Reseller,Furniture,Standing Desk,1,74.3,10.0,74.3,66.87,40.87,26.0,2025-12,2025Q4
102883,2025-04-25,East,Online,Furniture,Office Chair,1,187.73,0.0,187.73,187.73,103.25,84.48,2025-04,2025Q2
104807,2025-07-08,South,Online,Electronics,USB-C Hub,1,42.6,15.0,42.6,36.21,25.56,10.65,2025-07,2025Q3
108408,2025-11-28,South,Online,Office Supplies,Desk Organizer,1,19.83,0.0,19.83,19.83,8.92,10.91,2025-11,2025Q4
105697,2025-08-11,North,Retail Store,Office Supplies,Sticky Notes,2,18.64,0.0,37.28,37.28,16.78,20.5,2025-08,2025Q3
107818,2025-11-06,South,Online,Furniture,Bookshelf,1,134.57,0.0,134.57,134.57,74.01,60.56,2025-11,2025Q4
108532,2025-12-02,East,Online,Home Appliances,Air Purifier,1,71.11,0.0,71.11,71.11,41.24,29.87,2025-12,2025Q4
107654,2025-10-30,East,Online,Electronics,Webcam HD,1,29.37,10.0,29.37,26.43,17.62,8.81,2025-10,2025Q4
106357,2025-09-07,North,Online,Electronics,Wireless Mouse,1,49.19,0.0,49.19,49.19,29.51,19.68,2025-09,2025Q3
108649,2025-12-08,South,Online,Electronics,USB-C Hub,1,80.68,0.0,80.68,80.68,48.41,32.27,2025-12,2025Q4
103451,2025-05-18,North,Partner Reseller,Office Supplies,Desk Organizer,1,14.81,0.0,14.81,14.81,6.66,8.15,2025-05,2025Q2
105230,2025-07-24,West,Online,Office Supplies,Desk Organizer,1,3.87,5.0,3.87,3.68,1.74,1.94,2025-07,2025Q3
100858,2025-02-04,North,Online,Electronics,Wireless Mouse,2,30.88,0.0,61.76,61.76,37.06,24.7,2025-02,2025Q1
105158,2025-07-22,North,Online,Electronics,USB-C Hub,1,25.45,15.0,25.45,21.63,15.27,6.36,2025-07,2025Q3
107337,2025-10-17,North,Online,Home Appliances,Desk Fan,1,68.69,10.0,68.69,61.82,39.84,21.98,2025-10,2025Q4
100070,2025-01-03,North,Online,Electronics,USB-C Hub,2,79.85,15.0,159.7,135.74,95.82,39.92,2025-01,2025Q1
107578,2025-10-27,North,Online,Home Appliances,Air Purifier,1,94.28,0.0,94.28,94.28,54.68,39.6,2025-10,2025Q4
100041,2025-01-02,North,Online,Office Supplies,Desk Organizer,2,12.54,0.0,25.08,25.08,11.29,13.79,2025-01,2025Q1
104595,2025-06-30,South,Partner Reseller,Office Supplies,Whiteboard Marker Set,2,8.48,0.0,16.96,16.96,7.63,9.33,2025-06,2025Q2
101750,2025-03-12,West,Retail Store,Furniture,Office Chair,1,243.8,10.0,243.8,219.42,134.09,85.33,2025-03,2025Q1
104243,2025-06-17,North,Online,Office Supplies,Notebook Pack,1,18.49,0.0,18.49,18.49,8.32,10.17,2025-06,2025Q2
103594,2025-05-23,North,Partner Reseller,Office Supplies,Notebook Pack,1,17.6,0.0,17.6,17.6,7.92,9.68,2025-05,2025Q2
100426,2025-01-17,West,Retail Store,Electronics,Bluetooth Speaker,1,56.77,0.0,56.77,56.77,34.06,22.71,2025-01,2025Q1
101361,2025-02-24,West,Online,Electronics,Bluetooth Speaker,4,77.21,0.0,308.84,308.84,185.3,123.54,2025-02,2025Q1
106879,2025-09-28,East,Online,Office Supplies,Notebook Pack,1,4.44,15.0,4.44,3.77,2.0,1.77,2025-09,2025Q3
108315,2025-11-25,West,Partner Reseller,Office Supplies,Sticky Notes,2,14.56,0.0,29.12,29.12,13.1,16.02,2025-11,2025Q4
105087,2025-07-19,South,Retail Store,Home Appliances,Air Purifier,1,97.06,5.0,97.06,92.21,56.29,35.92,2025-07,2025Q3
106407,2025-09-09,North,Online,Office Supplies,Desk Organizer,1,21.39,0.0,21.39,21.39,9.63,11.76,2025-09,2025Q3
106604,2025-09-17,East,Online,Home Appliances,Desk Fan,1,85.42,0.0,85.42,85.42,49.54,35.88,2025-09,2025Q3
109213,2025-12-30,South,Partner Reseller,Electronics,USB-C Hub,1,82.44,5.0,82.44,78.32,49.46,28.86,2025-12,2025Q4
103578,2025-05-23,South,Retail Store,Electronics,USB-C Hub,1,24.7,0.0,24.7,24.7,14.82,9.88,2025-05,2025Q2
102403,2025-04-07,West,Online,Office Supplies,Sticky Notes,1,6.79,0.0,6.79,6.79,3.06,3.73,2025-04,2025Q2
107184,2025-10-12,South,Online,Home Appliances,Electric Kettle,1,67.55,0.0,67.55,67.55,39.18,28.37,2025-10,2025Q4
100616,2025-01-24,North,Partner Reseller,Electronics,Bluetooth Speaker,1,65.94,0.0,65.94,65.94,39.56,26.38,2025-01,2025Q1
104572,2025-06-29,East,Online,Furniture,Office Chair,3,165.51,0.0,496.53,496.53,273.09,223.44,2025-06,2025Q2
103397,2025-05-16,East,Online,Furniture,Standing Desk,3,282.02,10.0,846.06,761.45,465.33,296.12,2025-05,2025Q2
108011,2025-11-13,East,Online,Office Supplies,Desk Organizer,1,14.51,0.0,14.51,14.51,6.53,7.98,2025-11,2025Q4
104788,2025-07-08,North,Online,Furniture,Filing Cabinet,1,299.48,0.0,299.48,299.48,164.71,134.77,2025-07,2025Q3
105618,2025-08-08,North,Online,Furniture,Standing Desk,1,82.86,0.0,82.86,82.86,45.57,37.29,2025-08,2025Q3
107298,2025-10-16,North,Retail Store,Electronics,Webcam HD,3,29.43,0.0,88.29,88.29,52.97,35.32,2025-10,2025Q4
106147,2025-08-28,North,Online,Electronics,USB-C Hub,2,41.81,5.0,83.62,79.44,50.17,29.27,2025-08,2025Q3
102051,2025-03-24,North,Retail Store,Electronics,Webcam HD,1,64.25,0.0,64.25,64.25,38.55,25.7,2025-03,2025Q1
108179,2025-11-19,North,Online,Furniture,Filing Cabinet,1,301.54,15.0,301.54,256.31,165.85,90.46,2025-11,2025Q4
105867,2025-08-18,East,Online,Home Appliances,Desk Fan,1,70.15,0.0,70.15,70.15,40.69,29.46,2025-08,2025Q3
103714,2025-05-27,East,Retail Store,Home Appliances,Air Purifier,1,83.07,0.0,83.07,83.07,48.18,34.89,2025-05,2025Q2
105093,2025-07-19,East,Online,Electronics,Wireless Mouse,1,39.61,0.0,39.61,39.61,23.77,15.84,2025-07,2025Q3
106260,2025-09-03,West,Partner Reseller,Electronics,Bluetooth Speaker,1,33.37,0.0,33.37,33.37,20.02,13.35,2025-09,2025Q3
109136,2025-12-26,South,Online,Office Supplies,Notebook Pack,3,18.06,0.0,54.18,54.18,24.38,29.8,2025-12,2025Q4
101497,2025-03-02,North,Partner Reseller,Home Appliances,Air Purifier,2,90.8,0.0,181.6,181.6,105.33,76.27,2025-03,2025Q1
108291,2025-11-24,East,Retail Store,Electronics,Bluetooth Speaker,1,17.76,0.0,17.76,17.76,10.66,7.1,2025-11,2025Q4
106981,2025-10-02,North,Retail Store,Electronics,USB-C Hub,1,24.29,10.0,24.29,21.86,14.57,7.29,2025-10,2025Q4
103363,2025-05-15,East,Online,Office Supplies,Notebook Pack,4,24.06,0.0,96.24,96.24,43.31,52.93,2025-05,2025Q2
108151,2025-11-18,South,Online,Office Supplies,Whiteboard Marker Set,1,3.21,0.0,3.21,3.21,1.44,1.77,2025-11,2025Q4
107531,2025-10-25,South,Online,Electronics,USB-C Hub,3,76.52,10.0,229.56,206.6,137.74,68.86,2025-10,2025Q4
100929,2025-02-06,West,Online,Office Supplies,Desk Organizer,1,15.23,0.0,15.23,15.23,6.85,8.38,2025-02,2025Q1
105232,2025-07-24,North,Online,Home Appliances,Desk Fan,1,104.1,0.0,104.1,104.1,60.38,43.72,2025-07,2025Q3
108751,2025-12-11,West,Retail Store,Electronics,Wireless Mouse,1,37.1,0.0,37.1,37.1,22.26,14.84,2025-12,2025Q4
105873,2025-08-18,North,Online,Electronics,USB-C Hub,1,67.78,0.0,67.78,67.78,40.67,27.11,2025-08,2025Q3
108671,2025-12-09,North,Online,Furniture,Office Chair,1,65.15,0.0,65.15,65.15,35.83,29.32,2025-12,2025Q4
105922,2025-08-20,West,Online,Electronics,Bluetooth Speaker,4,76.26,0.0,305.04,305.04,183.02,122.02,2025-08,2025Q3
103513,2025-05-20,North,Online,Electronics,Bluetooth Speaker,1,83.93,10.0,83.93,75.54,50.36,25.18,2025-05,2025Q2
105227,2025-07-24,South,Retail Store,Office Supplies,Desk Organizer,3,13.6,0.0,40.8,40.8,18.36,22.44,2025-07,2025Q3
100961,2025-02-07,South,Partner Reseller,Electronics,Webcam HD,1,75.12,0.0,75.12,75.12,45.07,30.05,2025-02,2025Q1
107910,2025-11-09,North,Partner Reseller,Electronics,Wireless Mouse,3,84.68,10.0,254.04,228.64,152.42,76.22,2025-11,2025Q4
101084,2025-02-12,North,Online,Electronics,Webcam HD,2,67.71,0.0,135.42,135.42,81.25,54.17,2025-02,2025Q1
105524,2025-08-05,East,Online,Office Supplies,Whiteboard Marker Set,1,6.89,10.0,6.89,6.2,3.1,3.1,2025-08,2025Q3
101651,2025-03-07,South,Online,Home Appliances,LED Lamp,4,31.47,0.0,125.88,125.88,73.01,52.87,2025-03,2025Q1
100453,2025-01-19,South,Online,Electronics,USB-C Hub,1,79.58,0.0,79.58,79.58,47.75,31.83,2025-01,2025Q1
108346,2025-11-26,North,Retail Store,Electronics,Wireless Mouse,3,68.4,0.0,205.2,205.2,123.12,82.08,2025-11,2025Q4
103411,2025-05-16,South,Online,Office Supplies,Notebook Pack,1,21.38,15.0,21.38,18.17,9.62,8.55,2025-05,2025Q2
107832,2025-11-06,North,Online,Office Supplies,Sticky Notes,1,6.45,0.0,6.45,6.45,2.9,3.55,2025-11,2025Q4
102409,2025-04-07,South,Retail Store,Office Supplies,Whiteboard Marker Set,1,11.69,0.0,11.69,11.69,5.26,6.43,2025-04,2025Q2
106626,2025-09-18,East,Online,Electronics,Bluetooth Speaker,2,56.77,0.0,113.54,113.54,68.12,45.42,2025-09,2025Q3
103103,2025-05-05,South,Online,Electronics,Wireless Mouse,1,37.75,0.0,37.75,37.75,22.65,15.1,2025-05,2025Q2
107534,2025-10-25,North,Online,Office Supplies,Whiteboard Marker Set,1,3.3,10.0,3.3,2.97,1.48,1.49,2025-10,2025Q4
106937,2025-09-30,East,Retail Store,Electronics,Wireless Mouse,1,24.81,0.0,24.81,24.81,14.89,9.92,2025-09,2025Q3
103142,2025-05-06,West,Online,Office Supplies,Notebook Pack,1,5.75,5.0,5.75,5.46,2.59,2.87,2025-05,2025Q2
109134,2025-12-26,West,Online,Electronics,Webcam HD,1,39.96,0.0,39.96,39.96,23.98,15.98,2025-12,2025Q4
106569,2025-09-15,East,Retail Store,Electronics,Webcam HD,2,48.16,0.0,96.32,96.32,57.79,38.53,2025-09,2025Q3
102730,2025-04-20,East,Online,Office Supplies,Notebook Pack,1,6.57,5.0,6.57,6.24,2.96,3.28,2025-04,2025Q2
102726,2025-04-20,North,Online,Electronics,Bluetooth Speaker,2,80.43,15.0,160.86,136.73,96.52,40.21,2025-04,2025Q2
101797,2025-03-14,West,Online,Electronics,USB-C Hub,1,28.52,0.0,28.52,28.52,17.11,11.41,2025-03,2025Q1
101910,2025-03-18,West,Partner Reseller,Electronics,Bluetooth Speaker,1,30.65,0.0,30.65,30.65,18.39,12.26,2025-03,2025Q1
100458,2025-01-19,East,Online,Home Appliances,Electric Kettle,1,112.13,0.0,112.13,112.13,65.04,47.09,2025-01,2025Q1
105388,2025-07-31,East,Retail Store,Electronics,Bluetooth Speaker,1,32.45,0.0,32.45,32.45,19.47,12.98,2025-07,2025Q3
100629,2025-01-25,West,Online,Electronics,Wireless Mouse,1,55.32,0.0,55.32,55.32,33.19,22.13,2025-01,2025Q1
105273,2025-07-26,South,Online,Home Appliances,Air Purifier,1,75.02,5.0,75.02,71.27,43.51,27.76,2025-07,2025Q3
104184,2025-06-16,North,Partner Reseller,Office Supplies,Sticky Notes,1,13.71,0.0,13.71,13.71,6.17,7.54,2025-06,2025Q2
100909,2025-02-06,South,Online,Electronics,USB-C Hub,1,75.09,0.0,75.09,75.09,45.05,30.04,2025-02,2025Q1
102811,2025-04-23,West,Online,Electronics,Bluetooth Speaker,1,21.59,0.0,21.59,21.59,12.95,8.64,2025-04,2025Q2
107601,2025-10-28,East,Online,Office Supplies,Whiteboard Marker Set,2,5.2,0.0,10.4,10.4,4.68,5.72,2025-10,2025Q4
104275,2025-06-19,East,Partner Reseller,Furniture,Standing Desk,2,135.02,0.0,270.04,270.04,148.52,121.52,2025-06,2025Q2
105865,2025-08-18,South,Online,Electronics,Bluetooth Speaker,1,60.53,0.0,60.53,60.53,36.32,24.21,2025-08,2025Q3
102467,2025-04-09,West,Online,Electronics,USB-C Hub,1,72.89,0.0,72.89,72.89,43.73,29.16,2025-04,2025Q2
106231,2025-09-01,South,Retail Store,Electronics,Wireless Mouse,1,66.36,0.0,66.36,66.36,39.82,26.54,2025-09,2025Q3
100744,2025-01-30,East,Retail Store,Home Appliances,LED Lamp,1,40.59,0.0,40.59,40.59,23.54,17.05,2025-01,2025Q1
101602,2025-03-06,West,Online,Office Supplies,Notebook Pack,1,12.1,0.0,12.1,12.1,5.45,6.65,2025-03,2025Q1
105531,2025-08-05,North,Online,Electronics,Bluetooth Speaker,2,77.67,0.0,155.34,155.34,93.2,62.14,2025-08,2025Q3
106572,2025-09-15,North,Online,Electronics,Webcam HD,2,54.03,0.0,108.06,97.25,64.84,32.41,2025-09,2025Q3
105772,2025-08-14,South,Online,Furniture,Office Chair,1,194.3,0.0,194.3,194.3,106.87,87.43,2025-08,2025Q3
109239,2025-12-31,East,Online,Electronics,USB-C Hub,3,74.01,0.0,222.03,222.03,133.22,88.81,2025-12,2025Q4
105327,2025-07-29,South,Online,Home Appliances,LED Lamp,1,55.93,0.0,55.93,55.93,32.44,23.49,2025-07,2025Q3
103735,2025-05-28,East,Retail Store,Home Appliances,LED Lamp,1,23.12,0.0,23.12,23.12,13.41,9.71,2025-05,2025Q2
106571,2025-09-15,South,Partner Reseller,Electronics,USB-C Hub,1,24.04,0.0,24.04,24.04,14.42,9.62,2025-09,2025Q3
106355,2025-09-07,North,Online,Home Appliances,Air Purifier,2,103.25,5.0,206.5,196.18,119.77,76.41,2025-09,2025Q3
103540,2025-05-21,South,Online,Office Supplies,Whiteboard Marker Set,2,21.98,10.0,43.96,39.56,19.78,19.78,2025-05,2025Q2
102544,2025-04-12,West,Retail Store,Office Supplies,Desk Organizer,2,20.63,0.0,41.26,41.26,18.57,22.69,2025-04,2025Q2
108605,2025-12-05,North,Online,Home Appliances,LED Lamp,1,25.1,0.0,25.1,25.1,14.56,10.54,2025-12,2025Q4
105821,2025-08-16,North,Online,Home Appliances,Electric Kettle,4,108.49,0.0,433.96,433.96,251.7,182.26,2025-08,2025Q3
105943,2025-08-21,South,Partner Reseller,Electronics,Wireless Mouse,1,51.91,0.0,51.91,51.91,31.15,20.76,2025-08,2025Q3
102348,2025-04-04,East,Partner Reseller,Home Appliances,LED Lamp,1,81.35,15.0,81.35,69.15,47.18,21.97,2025-04,2025Q2
102453,2025-04-09,West,Online,Electronics,Wireless Mouse,2,68.31,0.0,136.62,136.62,81.97,54.65,2025-04,2025Q2
107643,2025-10-30,West,Online,Home Appliances,Electric Kettle,1,38.94,0.0,38.94,38.94,22.59,16.35,2025-10,2025Q4
102684,2025-04-17,West,Retail Store,Furniture,Standing Desk,1,182.32,0.0,182.32,182.32,100.28,82.04,2025-04,2025Q2
105221,2025-07-24,West,Retail Store,Home Appliances,Air Purifier,1,43.46,0.0,43.46,43.46,25.21,18.25,2025-07,2025Q3
100556,2025-01-22,West,Retail Store,Furniture,Filing Cabinet,2,229.11,0.0,458.22,458.22,252.02,206.2,2025-01,2025Q1
108389,2025-11-27,West,Online,Office Supplies,Sticky Notes,2,21.26,0.0,42.52,42.52,19.13,23.39,2025-11,2025Q4
106611,2025-09-17,South,Online,Office Supplies,Sticky Notes,1,22.43,0.0,22.43,22.43,10.09,12.34,2025-09,2025Q3
104450,2025-06-25,West,Retail Store,Office Supplies,Whiteboard Marker Set,1,14.7,0.0,14.7,14.7,6.62,8.08,2025-06,2025Q2
104331,2025-06-20,North,Retail Store,Office Supplies,Desk Organizer,1,4.7,0.0,4.7,4.7,2.12,2.58,2025-06,2025Q2
103406,2025-05-16,North,Online,Electronics,Wireless Mouse,1,70.74,0.0,70.74,70.74,42.44,28.3,2025-05,2025Q2
103358,2025-05-14,North,Online,Electronics,Bluetooth Speaker,1,81.99,0.0,81.99,81.99,49.19,32.8,2025-05,2025Q2
101010,2025-02-10,East,Retail Store,Home Appliances,LED Lamp,1,116.47,10.0,116.47,104.82,67.55,37.27,2025-02,2025Q1
106240,2025-09-02,South,Online,Office Supplies,Whiteboard Marker Set,1,21.1,0.0,21.1,21.1,9.5,11.6,2025-09,2025Q3
107522,2025-10-24,South,Online,Home Appliances,Electric Kettle,4,111.37,0.0,445.48,445.48,258.38,187.1,2025-10,2025Q4
107061,2025-10-06,South,Online,Electronics,USB-C Hub,2,76.39,10.0,152.78,137.5,91.67,45.83,2025-10,2025Q4
106661,2025-09-19,South,Retail Store,Electronics,Wireless Mouse,1,70.76,0.0,70.76,70.76,42.46,28.3,2025-09,2025Q3
103048,2025-05-02,East,Retail Store,Electronics,Webcam HD,1,77.34,0.0,77.34,77.34,46.4,30.94,2025-05,2025Q2
108501,2025-12-01,West,Partner Reseller,Electronics,Wireless Mouse,1,84.76,0.0,84.76,84.76,50.86,33.9,2025-12,2025Q4
103259,2025-05-11,East,Retail Store,Electronics,USB-C Hub,2,80.72,5.0,161.44,153.37,96.86,56.51,2025-05,2025Q2
103804,2025-05-30,West,Retail Store,Furniture,Office Chair,1,267.97,0.0,267.97,267.97,147.38,120.59,2025-05,2025Q2
100210,2025-01-08,East,Online,Office Supplies,Desk Organizer,1,4.75,0.0,4.75,4.75,2.14,2.61,2025-01,2025Q1
104336,2025-06-21,East,Online,Electronics,Webcam HD,2,48.15,0.0,96.3,96.3,57.78,38.52,2025-06,2025Q2
107870,2025-11-07,South,Retail Store,Home Appliances,Desk Fan,1,102.42,0.0,102.42,102.42,59.4,43.02,2025-11,2025Q4
101578,2025-03-05,South,Retail Store,Office Supplies,Desk Organizer,1,4.76,0.0,4.76,4.76,2.14,2.62,2025-03,2025Q1
107240,2025-10-14,East,Online,Home Appliances,Air Purifier,2,112.65,5.0,225.3,214.04,130.67,83.37,2025-10,2025Q4
108883,2025-12-17,East,Online,Home Appliances,Electric Kettle,1,98.71,0.0,98.71,98.71,57.25,41.46,2025-12,2025Q4
104328,2025-06-20,East,Online,Electronics,USB-C Hub,1,58.02,0.0,58.02,58.02,34.81,23.21,2025-06,2025Q2
103686,2025-05-26,West,Partner Reseller,Electronics,Bluetooth Speaker,1,36.62,10.0,36.62,32.96,21.97,10.99,2025-05,2025Q2
102665,2025-04-17,East,Retail Store,Office Supplies,Sticky Notes,3,16.06,10.0,48.18,43.36,21.68,21.68,2025-04,2025Q2
105156,2025-07-22,South,Online,Furniture,Standing Desk,1,302.94,0.0,302.94,302.94,166.62,136.32,2025-07,2025Q3
103555,2025-05-22,West,Retail Store,Home Appliances,Air Purifier,3,110.62,0.0,331.86,331.86,192.48,139.38,2025-05,2025Q2
106689,2025-09-20,North,Online,Furniture,Filing Cabinet,1,334.77,0.0,334.77,334.77,184.12,150.65,2025-09,2025Q3
101898,2025-03-18,West,Online,Office Supplies,Desk Organizer,2,21.89,0.0,43.78,43.78,19.7,24.08,2025-03,2025Q1
101596,2025-03-05,North,Online,Electronics,Wireless Mouse,1,72.21,10.0,72.21,64.99,43.33,21.66,2025-03,2025Q1
