order_id,order_date,region,sales_channel,category,product,quantity,unit_price,discount_pct,gross_sales,net_revenue,cost,profit
107910,2025-11-09,North,Partner Reseller,Electronics,Wireless Mouse,3,84.68,10.0,254.04,228.64,152.42,76.22
101084,2025-02-12,North,Online,Electronics,Webcam HD,2,67.71,0.0,135.42,135.42,81.25,54.17
105524,2025-08-05,east,Online,Office Supplies,Whiteboard Marker Set,1,6.89,10.0,6.89,6.2,3.1,3.1
101651,2025-03-07,South,Online,Home Appliances,LED Lamp,4,31.47,0.0,125.88,125.88,73.01,52.87
100453,2025-01-19,South,Online,Electronics,USB-C Hub,1,79.58,0.0,79.58,79.58,47.75,31.83
108346,2025-11-26,North,Retail Store,Electronics,Wireless Mouse,3,68.4,0.0,205.2,205.2,123.12,82.08
103411,2025-05-16,South,Online,Office Supplies,Notebook Pack,1,21.38,15.0,21.38,18.17,9.62,8.55
107832,2025-11-06,North,Online,Office Supplies,Sticky Notes,1,6.45,0.0,6.45,6.45,2.9,3.55
102409,2025-04-07,South,Retail Store,Office Supplies,Whiteboard Marker Set,1,11.69,,11.69,11.69,5.26,6.43
106626,2025-09-18,East,Online,Electronics,Bluetooth Speaker,2,56.77,0.0,113.54,113.54,68.12,45.42
103103,2025-05-05,South,Online,Electronics,Wireless Mouse,1,37.75,0.0,37.75,37.75,22.65,15.1
107534,2025-10-25,North,Online,Office Supplies,Whiteboard Marker Set,1,3.3,10.0,3.3,2.97,1.48,1.49
106937,2025-09-30,East,Retail Store,Electronics,Wireless Mouse,1,24.81,0.0,24.81,24.81,14.89,9.92
103142,2025-05-06,West,Online,Office Supplies,Notebook Pack,1,5.75,5.0,5.75,5.46,2.59,2.87
109134,2025-12-26, west ,Online,Electronics,Webcam HD,1,39.96,0.0,39.96,39.96,23.98,15.98
106569,2025-09-15,East,Retail Store,Electronics,Webcam HD,2,48.16,0.0,96.32,96.32,57.79,38.53
102730,2025-04-20,East,Online,Office Supplies,Notebook Pack,1,6.57,5.0,6.57,6.24,2.96,3.28
102726,2025-04-20,North,Online,Electronics,Bluetooth Speaker,2,80.43,15.0,160.86,136.73,96.52,40.21
101797,2025-03-14,West,Online,Electronics,USB-C Hub,1,28.52,0.0,28.52,28.52,17.11,11.41
101910,2025-03-18,West,Partner Reseller,Electronics,Bluetooth Speaker,1,30.65,0.0,30.65,30.65,18.39,12.26
100458,2025-01-19,East,Online,Home Appliances,Electric Kettle,1,112.13,0.0,112.13,112.13,65.04,47.09
105388,2025-07-31,East,Retail Store,Electronics,Bluetooth Speaker,1,32.45,0.0,32.45,32.45,19.47,12.98
100629,2025-01-25,West,Online,Electronics,Wireless Mouse,1,55.32,0.0,55.32,55.32,33.19,22.13
105273,2025-07-26,South,Online,Home Appliances,Air Purifier,1,75.02,5.0,75.02,71.27,43.51,27.76
104184,2025-06-16,North,Partner Reseller,Office Supplies,Sticky Notes,1,13.71,0.0,13.71,13.71,6.17,7.54
100909,2025-02-06,South,Online,Electronics,USB-C Hub,1,75.09,0.0,75.09,75.09,45.05,30.04
108350,2025-11-26,,Online,Electronics,Bluetooth Speaker,1,18.47,5.0,18.47,17.55,11.08,6.47
102811,2025-04-23,West,Online,Electronics,Bluetooth Speaker,1,21.59,0.0,21.59,21.59,12.95,8.64
107601,2025-10-28,East,Online,Office Supplies,Whiteboard Marker Set,2,5.2,0.0,10.4,10.4,4.68,5.72
104275,2025-06-19,East,Partner Reseller,Furniture,Standing Desk,2,135.02,0.0,270.04,270.04,148.52,121.52
105865,2025-08-18,South,Online,Electronics,Bluetooth Speaker,1,60.53,0.0,60.53,60.53,36.32,24.21
102467,2025-04-09,West,Online,Electronics,USB-C Hub,1,72.89,0.0,72.89,72.89,43.73,29.16
106231,2025-09-01,South,Retail Store,Electronics,Wireless Mouse,1,66.36,0.0,66.36,66.36,39.82,26.54
100744,2025-01-30,East,Retail Store,Home Appliances,LED Lamp,1,40.59,0.0,40.59,40.59,23.54,17.05
101602,2025-03-06,West,Online,Office Supplies,Notebook Pack,1,12.1,0.0,12.1,12.1,5.45,6.65
105531,2025-08-05,North,Online,Electronics,Bluetooth Speaker,2,77.67,0.0,155.34,155.34,93.2,62.14
106572,2025-09-15,North,Online,Electronics,Webcam HD,2,54.03,,108.06,97.25,64.84,32.41
105772,2025-08-14,South,Online,Furniture,Office Chair,1,194.3,0.0,194.3,194.3,106.87,87.43
109239,2025-12-31,East,Online,Electronics,USB-C Hub,3,74.01,0.0,222.03,222.03,133.22,88.81
105327,2025-07-29,South,Online,Home Appliances,LED Lamp,1,55.93,0.0,55.93,55.93,32.44,23.49
103735,2025-05-28,East,Retail Store,Home Appliances,LED Lamp,1,23.12,0.0,23.12,23.12,13.41,9.71
106571,2025-09-15,South,Partner Reseller,Electronics,USB-C Hub,1,24.04,0.0,24.04,24.04,14.42,9.62
106355,2025-09-07,North,Online,Home Appliances,Air Purifier,2,103.25,5.0,206.5,196.18,119.77,76.41
103540,2025-05-21,South,Online,Office Supplies,Whiteboard Marker Set,2,21.98,10.0,43.96,39.56,19.78,19.78
102544,2025-04-12,West,Retail Store,Office Supplies,Desk Organizer,2,20.63,0.0,41.26,41.26,18.57,22.69
108605,2025-12-05,North,Online,Home Appliances,LED Lamp,1,25.1,0.0,25.1,25.1,14.56,10.54
105821,2025-08-16,North,Online,Home Appliances,Electric Kettle,4,108.49,0.0,433.96,433.96,251.7,182.26
105943,2025-08-21,South,Partner Reseller,Electronics,Wireless Mouse,1,51.91,0.0,51.91,51.91,31.15,20.76
102348,2025-04-04,East,Partner Reseller,Home Appliances,LED Lamp,1,81.35,15.0,81.35,69.15,47.18,21.97
102453,2025-04-09,West,Online,Electronics,Wireless Mouse,2,68.31,0.0,136.62,136.62,81.97,54.65
107643,2025-10-30,West,Online,Home Appliances,Electric Kettle,1,38.94,0.0,38.94,38.94,22.59,16.35
102684,2025-04-17,West,Retail Store,Furniture,Standing Desk,1,182.32,0.0,182.32,182.32,100.28,82.04
105221,2025-07-24,West,Retail Store,Home Appliances,Air Purifier,1,43.46,0.0,43.46,43.46,25.21,18.25
100556,2025-01-22,West,Retail Store,Furniture,Filing Cabinet,2,229.11,0.0,458.22,458.22,252.02,206.2
108389,2025-11-27,West,Online,Office Supplies,Sticky Notes,2,21.26,0.0,42.52,42.52,19.13,23.39
106611,2025-09-17,South,Online,Office Supplies,Sticky Notes,1,22.43,0.0,22.43,22.43,10.09,12.34
104864,2025-07-10,,Retail Store,Office Supplies,Notebook Pack,-1,17.31,5.0,17.31,16.44,7.79,8.65
104450,2025-06-25,West,Retail Store,Office Supplies,Whiteboard Marker Set,1,14.7,0.0,14.7,14.7,6.62,8.08
104331,2025-06-20,North,Retail Store,Office Supplies,Desk Organizer,1,4.7,0.0,4.7,4.7,2.12,2.58
103406,2025-05-16,North,Online,Electronics,Wireless Mouse,1,70.74,0.0,70.74,70.74,42.44,28.3
103358,2025-05-14,North,Online,Electronics,Bluetooth Speaker,1,81.99,0.0,81.99,81.99,49.19,32.8
101010,2025-02-10,East,Retail Store,Home Appliances,LED Lamp,1,116.47,10.0,116.47,104.82,67.55,37.27
107706,2025-11-01,,Retail Store,Furniture,Filing Cabinet,1,304.35,0.0,304.35,304.35,167.39,136.96
106240,2025-09-02,South,Online,Office Supplies,Whiteboard Marker Set,1,21.1,0.0,21.1,21.1,9.5,11.6
107522,2025-10-24,South,Online,Home Appliances,Electric Kettle,4,111.37,0.0,445.48,445.48,258.38,187.1
107061,2025-10-06,South,Online,Electronics,USB-C Hub,2,76.39,10.0,152.78,137.5,91.67,45.83
106661,2025-09-19,South,Retail Store,Electronics,Wireless Mouse,1,70.76,0.0,70.76,70.76,42.46,28.3
103048,2025-05-02,East,Retail Store,Electronics,Webcam HD,1,77.34,0.0,77.34,77.34,46.4,30.94
108501,2025-12-01,West,Partner Reseller,Electronics,Wireless Mouse,1,84.76,0.0,84.76,84.76,50.86,33.9
103259,2025-05-11,East,Retail Store,Electronics,USB-C Hub,2,80.72,5.0,161.44,153.37,96.86,56.51
103804,2025-05-30,West,Retail Store,Furniture,Office Chair,1,267.97,0.0,267.97,267.97,147.38,120.59
100210,2025-01-08,East,Online,Office Supplies,Desk Organizer,1,4.75,0.0,4.75,4.75,2.14,2.61
104336,2025-06-21,East,Online,Electronics,Webcam HD,2,48.15,0.0,96.3,96.3,57.78,38.52
107870,2025-11-07,South,Retail Store,Home Appliances,Desk Fan,1,102.42,0.0,102.42,102.42,59.4,43.02
101578,2025-03-05,South,Retail Store,Office Supplies,Desk Organizer,1,4.76,0.0,4.76,4.76,2.14,2.62
107240,2025-10-14,East,Online,Home Appliances,Air Purifier,2,112.65,5.0,225.3,214.04,130.67,83.37
108883,2025-12-17,East,Online,Home Appliances,Electric Kettle,1,98.71,0.0,98.71,98.71,57.25,41.46
104328,2025-06-20,East,Online,Electronics,USB-C Hub,1,58.02,0.0,58.02,58.02,34.81,23.21
103686,2025-05-26,West,Partner Reseller,Electronics,Bluetooth Speaker,1,36.62,10.0,36.62,32.96,21.97,10.99
102665,2025-04-17,East,Retail Store,Office Supplies,Sticky Notes,3,16.06,10.0,48.18,43.36,21.68,21.68
105156,2025-07-22,South,Online,Furniture,Standing Desk,1,302.94,0.0,302.94,302.94,166.62,136.32
103555,2025-05-22,West,Retail Store,Home Appliances,Air Purifier,3,110.62,0.0,331.86,331.86,192.48,139.38
106689,2025-09-20,North,Online,Furniture,Filing Cabinet,1,334.77,0.0,334.77,334.77,184.12,150.65
101898,2025-03-18,West,Online,Office Supplies,Desk Organizer,2,21.89,0.0,43.78,43.78,19.7,24.08
101596,2025-03-05,North,Online,Electronics,Wireless Mouse,1,72.21,10.0,72.21,64.99,43.33,21.66
108867,2025-12-16,East,Online,Electronics,Wireless Mouse,1,82.75,5.0,82.75,78.61,49.65,28.96
104647,2025-07-02,North,Online,Office Supplies,Notebook Pack,1,19.76,0.0,19.76,19.76,8.89,10.87
108405,2025-11-27,North,Online,Office Supplies,Sticky Notes,1,20.07,10.0,20.07,18.06,9.03,9.03
101269,2025-02-21,South,Online,Electronics,Webcam HD,2,46.23,0.0,92.46,92.46,55.48,36.98
106878,2025-09-28,South,Online,Home Appliances,Desk Fan,1,86.44,0.0,86.44,86.44,50.14,36.3
106765,2025-09-23,East,Online,Furniture,Bookshelf,1,194.09,0.0,194.09,194.09,106.75,87.34
100838,2025-02-03,North,Online,Home Appliances,Desk Fan,1,103.02,10.0,103.02,92.72,59.75,32.97
102591,2025-04-14,North,Online,Furniture,Bookshelf,1,227.49,0.0,227.49,227.49,125.12,102.37
102159,2025-03-28,South,Retail Store,Furniture,Office Chair,2,337.32,0.0,674.64,674.64,371.05,303.59
103322,2025-05-13,West,Online,Office Supplies,Whiteboard Marker Set,1,18.14,0.0,18.14,18.14,8.16,9.98
105552,2025-08-06,East,Online,Home Appliances,Electric Kettle,2,31.03,0.0,62.06,62.06,35.99,26.07
106118,2025-08-27,East,Online,Electronics,USB-C Hub,1,83.94,0.0,83.94,83.94,50.36,33.58
104814,2025-07-09,,Online,Electronics,Wireless Mouse,1,86.38,15.0,86.38,73.42,51.83,21.59
101161,2025-02-16,South,Partner Reseller,Electronics,Bluetooth Speaker,1,67.72,0.0,67.72,67.72,40.63,27.09
107788,2025-11-05,East,Retail Store,Electronics,Wireless Mouse,1,23.48,0.0,23.48,23.48,14.09,9.39
105629,2025-08-09,East,Retail Store,Office Supplies,Desk Organizer,1,17.11,0.0,17.11,17.11,7.7,9.41
101811,2025-03-14,North,Partner Reseller,Home Appliances,LED Lamp,1,68.84,0.0,68.84,68.84,39.93,28.91
107797,2025-11-05,South,Partner Reseller,Electronics,USB-C Hub,1,53.07,5.0,53.07,50.42,31.84,18.58
104716,2025-07-05,West,Online,Furniture,Filing Cabinet,1,324.79,0.0,324.79,324.79,178.63,146.16
108550,2025-12-03,North,Online,Office Supplies,Notebook Pack,1,20.93,0.0,20.93,20.93,9.42,11.51
107941,2025-11-10,South,Retail Store,Office Supplies,Sticky Notes,2,8.12,10.0,16.24,14.62,7.31,7.31
103553,2025-05-22,East,Online,Office Supplies,Notebook Pack,1,9.04,0.0,9.04,9.04,4.07,4.97
102988,2025-04-30,North,Online,Furniture,Office Chair,1,87.52,0.0,87.52,87.52,48.14,39.38
103371,2025-05-15,East,Retail Store,Electronics,USB-C Hub,1,70.55,0.0,70.55,70.55,42.33,28.22
103343,2025-05-14,West,Online,Office Supplies,Desk Organizer,2,14.69,10.0,29.38,26.44,13.22,13.22
104672,2025-07-03,North,Online,Electronics,USB-C Hub,1,89.77,0.0,89.77,89.77,53.86,35.91
108523,2025-12-02,East,Online,Home Appliances,Desk Fan,1,70.86,10.0,70.86,63.77,41.1,22.67
101920,2025-03-19,South,Partner Reseller,Electronics,Wireless Mouse,1,26.69,0.0,26.69,26.69,16.01,10.68
101029,2025-02-11,East,Partner Reseller,Home Appliances,Desk Fan,2,74.1,10.0,148.2,133.38,85.96,47.42
104623,2025-07-01,South,Online,Electronics,USB-C Hub,1,20.64,0.0,20.64,20.64,12.38,8.26
107914,2025-11-09,South,Retail Store,Office Supplies,Notebook Pack,2,16.2,0.0,32.4,32.4,14.58,17.82
103068,2025-05-03,North,Online,Electronics,Webcam HD,1,76.33,0.0,76.33,76.33,45.8,30.53
108784,2025-12-12,West,Online,Office Supplies,Whiteboard Marker Set,1,22.34,10.0,22.34,20.11,10.05,10.06
103802,2025-05-30,East,Retail Store,Electronics,USB-C Hub,1,46.19,0.0,46.19,46.19,27.71,18.48
107780,2025-11-04,North,Retail Store,Office Supplies,Desk Organizer,2,14.61,0.0,29.22,29.22,13.15,16.07
101459,2025-02-28,East,Online,Office Supplies,Whiteboard Marker Set,1,19.92,0.0,19.92,19.92,8.96,10.96
104650,2025-07-02,West,Online,Home Appliances,LED Lamp,1,84.32,0.0,84.32,84.32,48.91,35.41
